Are there chairs in the backyard?;There are chairs in the backyard;There are two chairs in the backyard;There is a chair in the backyard;There are three chairs in the backyard;1;2;It is not the correct description;9
Does the backyard have roof?;The backyard doesn't have roof;The backyard has roof;The backyard has two roofs;The backyard hasn't a roof;1;2;It is not the correct description;9
Does the backyard have a little pool?;The backyard has a little pool;Teh backyard doesn't have a little pool;The backyard has a lot of little pools;The backyard has two little pools;1;2;It is not the correct description;9
Is this backyard ugly?;This backyard isn't ugly ;This backyard is ugly;This backyard is horrible;This backyard is terrible;1;2;It is not the correct description;9
Are there animals in the backyard?;There aren't animals in the backyard;There are animals in the backyard;There is one animal in the backyard;There are two animals in the backyard;1;2;It is not the correct description;9
Is the backyard dirty?;The backyard isn't dirty;The backyard is dirty;The backyard is so dirty;The backyard is the most dirty;1;2;It is not the correct description;9
Is there a screwdriver on the table?;There is a screw driver on the table;There isn't a screw driver on the table;There are few screwdrivers on the table;There are a lot of screwdrivers on the table;1;2;It is not the correct description;8
Is there a hammer on the table?;There is a hammer on the table;There isn't a hammer on the table;There are hammers on the table;There are many hammers on the table;1;2;It is not the correct description;8
Is there a lamp on in the garage?;There is a lamp on in the garage;There isn't a lamp on in the garage;There are a lot of lamps in the garage;There are seventy lamps on in the garage;1;2;It is not the correct description;8
Is there a shelf in the garage?;There is a shelf in the garage;There isn't a shelf in the garage;There are shelves in the garage;There are hundreds of shelves in the garage;1;2;It is not the correct description;8
Is the garage organized?;The garage isn't organized;The garage is organized;The garage is nice;The garage is cool;1;2;It is not the correct description;8
Is the wall of the bathroom broken?;The wall of the bathrrom isn't broken;The wall of the bathroom is broken;The wall of the bathrrom is ok;The wall of the bathroom is incredible;1;2;It is not the correct description;4
Does the bathroom have a painting?;The bathroom has a painting;Teh bathroom has two paintings;The bathroom has three paintings;The bathroom has four paintings;1;2;It is not the correct description;4
Is there a window in the bathroom?;There is a window in the bathroom;There isn't a window in the bathroom;There are windows in the bathroom;There are nine windows in the bathroom;1;2;It is not the correct description;4
Is there a tub in the bathroom?;There is a tub in the bathroom;There isn't a tub in the bathroom;There are tubs int he bathroom?;There are many tubs in the bathroom;1;2;It is not the correct description;4
Are they playing guitar?;Yes, they are playing guitar;No, they isn’t playing guitar;Yes, they was playing guitar;No, they wasn’t playing guitar.;2;2;This is not the correct answer;
Will she be a good teacher?;She will be a good teacher;She was a good teacher ;She are a good teacher;She is not a good teacher;2;2;This is not the correct answer;
Does he study?;Yes, he studies;Yes, he study ;No, he are studied;No, he didn’t study ;2;2;This is not the correct answer;
Was he watching tv? ;No, he was not watching tv;No, he isn’t watching tv;No, he will not be watching tv;No, he current’s watching tv.;2;2;This is not the correct answer;
Was she a doctor?;She was a doctor ;She will be a doctor;She are a doctor ;She a doctor are;2;2;This is not the correct answer;
Did we do the homework?;No, we didn’t do the homework;Yes, we doing making the homework;Yes, we do the homework;No, we will do the homework;2;2;This is not the correct answer;
Were we running in the park?;Yes, we were running in the park ;Yes, we will running in the park;Yes, we was running in the park; yes, the park was running by we;2;2;This is not the correct answer;
Are you in the house?;Yes, I am not in the house;Yes, you will be in the house;No, you not were the house in ;No, you is not in the house ;2;2;This is not the correct answer;
Do you know it?;Yes, I know it ;Yes, you knows it ;No, you doesn’t know it ;No, you knot does know it ;2;2;This is not the correct answer;
Why was he eating beef? ;Because, he likes to eat beef ;Why he like to eat beef;Because, he like to eat beef;Because, he don’t like to eat beef;2;2;This is not the correct answer;
Will they be in the school?;Yes, they will be in the school;Yes, they were be in the school;Yes, they is be in the school;Yes, they are be in the school;2;2;This is not the correct answer;
Does he buy the lunch?;Yes, he buys the lunch;No, he don’t buy the lunch ;No, he not does buy the lunch;No, he will buy the lunch;2;2;This is not the correct answer;
Are the women doing exercise in the gym?;Yes, the women are doing exercise in the gym;No, the women not are doing exercise in the gym;Yes, the women will be doing exercise in the gym;No, the women is doing exercise in the gym;2;2;This is not the correct answer;
Are there ants in the house?;Yes, there are;No, there isn’t ;Yes, there is ;No, there aren’t ;2;2;This is not the correct answer;
How many legs does the dog have?;It has four;He have four ;She has four;It have four;2;2;This is not the correct answer;
Is Juanes a singer or a doctor?;He is a singer;Yes, it is ;No, he is ;Yes, he aren’t;2;2;This is not the correct answer;
Are there chairs in the restaurant?;Yes, there are;Yes, there is ;No, there are ;No, there isn’t ;2;2;This is not the correct answer;
How many players does a football team have?;It has 11 players;It have 11 players;It hasn’t 11 players;He has 11 players ;2;2;This is not the correct answer;
Who was the colombian president in 2010?;He was Santos ;He was a engineer;She was a clever;He was uribe ;2;2;This is not the correct answer;
What do you see on the table?;There is a lamp;There are a lamp;There are a book and pencil ;There are many things;2;2;This is not the correct answer;
What is she doing in your room?;She is sleeping is his bed;She is singinged ;She is sleep ;She are doing homework;2;2;This is not the correct answer;
What is in the image?;It is the table;It are a car;It were a picture;It be will a car;2;2;This is not the correct answer;
What is she doing?;She is cooking ;She are eating ;She  not is cleaning ;She is sleepping ;2;2;This is not the correct answer;
What time will she be at home tomorrow?;She is at home ;She will be at 5 in the morning;She will be at nigh ;She not will go home;2;2;This is not the correct answer;
What does Lina do?;She works in a hotel;She has worked in a hotel;She will work in a hotel;She didn't work in a hotel;2;2;This is not the correct answer;
Is Leonardo learning to drive a car?;He's learning to drive a car;He're driving to learn a car;He not is learning to drive a car;He aren't learning to drive a car;2;2;This is not the correct answer;
Will Andres and Lina be doing the homework?;They will be doing the homework;She'll be doing the homework;They're doing the homework;They not will be doing the homework;2;2;This is not the correct answer;
